average_rating,budget,runtime_minutes,release_year,gross,num_votes
7.1,20000000,116,2010,27093592,125951
7.4,145000000,132,2011,694713380,519751
6.3,50000000,119,2013,173649931,189774
6.5,85000000,121,2009,219103655,96989
4.5,75000000,88,2009,443140005,53012
6.5,65000000,95,2010,211780824,354085
6.4,36000000,99,2010,64780213,183112
5.5,70000000,116,2012,57719093,106523
7.3,3000000,123,2009,2404300,64368
7.2,42000000,109,2012,201585328,586563
6,11000000,90,2009,68234154,122104
6.2,25000000,94,2009,69095771,136288
5.3,65000000,93,2012,50950296,79661
6.1,100000000,117,2014,242688965,236560
7.8,13000000,155,2009,17874044,101162
6.1,35000000,109,2013,34737199,82698
5.5,49900000,102,2011,28013733,103648
6.5,110000000,122,2022,405421518,81515
6.2,2000000,108,2010,1278650,90759
7.5,7000000,112,2011,9232318,164424
6,100000000,103,2010,278780441,252837
5.4,37000000,105,2015,26250020,69888
6.5,5600000,85,2009,18853164,77313
6.6,32000000,107,2013,126041322,428655
7,58000000,111,2010,199006387,319631
7.6,30000000,117,2010,96188903,584109
6.6,18000000,117,2021,25246967,74481
6.2,110000000,102,2014,337580051,311823
6,75000000,110,2011,226904017,174506
8.3,6800000,131,2010,6797861,191106
5.4,15000000,95,2012,20546518,63876
7.3,85900000,127,2022,239268602,392277
7,30000000,95,2011,70038838,441473
7,30000000,140,2018,80509622,120380
4.8,50000000,130,2009,711025481,295308
4.5,100000000,146,2010,290745055,82969
6.2,40000000,111,2011,97231420,167450
7.2,7000000,112,2009,47405566,93415
6,100000000,98,2014,244819862,162391
6.2,19000000,90,2011,36192775,71729
7.1,19100000,109,2011,5728213,63509
5.5,25000000,99,2010,38269529,50255
6.6,100000000,112,2018,856085151,522423
7.7,160000000,131,2011,352616690,713685
6.7,61000000,109,2013,131940411,222041
7.4,30000000,119,2012,176506819,594344
6.8,145000000,95,2012,746921274,193322
6.3,800000,92,2009,2166797,69239
7.2,11000000,98,2021,49158343,85124
6.3,55000000,88,2010,152263880,169572
7,8000000,92,2010,75026327,409068
5.6,20000000,92,2011,216197492,210039
7.8,40000000,120,2010,224920375,740185
7.1,16700000,148,2011,6913518,56851
6.5,17000000,91,2013,97542952,193811
6.8,144000000,117,2016,229147509,240919
7.2,7300000,103,2009,10371451,90311
5.8,125000000,101,2014,485004754,217729
8.1,25000000,140,2011,23308615,489717
6.1,38000000,110,2016,112543513,92428
5.2,85000000,107,2017,346118277,95985
6,20000000,108,2010,89137047,91318
5.4,21000000,93,2019,97409779,64002
5.7,68000000,102,2012,68267862,131721
6.6,250000000,137,2011,1046721266,552425
6.2,8000000,118,2009,10629321,66256
7.1,200000000,130,2013,1215577205,884221
7.8,159000000,209,2019,968853,417627
7.2,150000000,90,2011,665692281,307265
8.2,2000000,129,2009,35079650,218340
7.6,8000000,100,2011,41097853,339930
6.7,10000000,101,2012,11681781,117789
5.7,45000000,92,2012,21947209,51755
4.8,15000000,105,2009,39421467,58881
6.3,10000000,80,2010,62695489,154843
7.5,7000000,99,2009,24964890,116411
7.6,93000000,105,2011,481800873,548299
5.7,1800000,87,2010,69432527,51633
6.4,80000000,103,2010,274470394,360165
4.9,112000000,85,2010,237382724,72462
5.7,21000000,92,2010,49050886,52843
7.3,55000000,143,2021,45175167,50903
5.8,30000000,104,2013,5186767,79505
6.6,21000000,91,2011,7294800,50273
6.7,60000000,113,2013,105200903,220849
7.2,25000000,121,2013,74188937,94070
6.3,32000000,103,2010,42059111,59648
7.6,69000000,95,2010,543157985,571276
4.9,110000000,117,2011,712205856,250239
5.1,68000000,124,2010,698509825,256265
6.4,25000000,101,2012,99357138,112483
7.2,30000000,132,2013,177313795,118581
6.1,68000000,112,2022,192907684,145390
4.3,6000000,94,2013,32443111,110451
7.1,15000000,103,2010,9918093,150997
5.7,40000000,110,2011,48147945,52752
6.5,12000000,96,2023,146733054,123315
6.2,175000000,128,2013,151783839,168369
5.9,75000000,123,2012,59418613,80822
6.1,18000000,103,2023,76987621,72970
6.3,155000000,126,2015,440603537,288955
5.4,120000000,121,2010,48668907,53793
7.2,105000000,143,2013,353659851,580234
7.1,50000000,95,2012,41037742,288791
8.4,250000000,164,2012,1085067637,1786040
6.3,195000000,114,2013,197687603,144927
6.3,14000000,96,2009,13657649,76656
6.7,11000000,107,2014,78274843,127186
7,28000000,127,2016,21011110,77441
7,110000000,116,2016,303144152,432963
6.9,53000000,123,2015,99975678,189387
6.6,1000000,105,2022,14740889,151595
6.5,40000000,98,2022,21966634,60305
7.7,6000000,137,2015,90777,85413
6.3,94000000,119,2018,274950803,223196
5.6,25000000,81,2011,34942188,72058
7.4,102000000,172,2012,130516424,370560
6.6,19800000,103,2014,41296320,87167
5.8,28000000,108,2016,16457494,59327
6.3,60000000,109,2012,22187813,73383
8.8,160000000,148,2010,839030630,2484142
6,80000000,102,2010,271457301,267722
7.7,10000000,117,2022,54883206,186864
7,50200000,106,2011,127869379,266695
5.5,30000000,107,2010,55611001,89800
6.6,100000000,107,2010,170458922,282431
5.9,175000000,123,2016,749200054,710828
6.2,125000000,118,2012,198467168,263123
5.8,68000000,135,2017,55003890,118983
6.4,15000000,95,2012,5072654,57250
7.1,50000000,124,2011,120081841,149468
6.9,100000000,122,2015,94320758,146145
7.2,78000000,142,2012,695220619,967187
8.1,150000000,120,2015,380418444,1055055
8.1,46000000,153,2013,122126687,778452
6,55000000,94,2011,187361754,103591
7.3,35000000,135,2017,704242551,589020
6.2,45000000,92,2012,376152455,317931
5.7,79000000,94,2012,335287748,109953
7.8,28000000,147,2015,201634991,213674
6.2,195000000,154,2011,1123794079,426514
7.1,2000000,100,2010,13796834,147830
6.8,30000000,113,2011,135710029,267440
6.9,7000000,106,2010,449702,53698
7.6,38000000,110,2010,252276927,352257
7.1,16000000,113,2010,56032889,153745
7.7,190000000,132,2013,467365246,493363
6.1,25000000,99,2014,154468902,120870
6.8,225000000,106,2012,654213485,380253
7.5,94000000,146,2011,2855644,54947
6.1,60000000,104,2022,168767479,59707
6.2,25000000,108,2011,149228077,240566
6.4,38000000,119,2013,98337295,175319
6.5,80000000,102,2011,586764305,524034
7.2,10000000,124,2011,150501815,98344
6.5,35000000,130,2018,67359190,89488
5.7,20000000,105,2010,32054369,53749
7,12000000,106,2011,1188194,50447
5.1,65000000,92,2014,76801179,83150
7.5,40000000,151,2022,45629909,106390
5.9,35000000,95,2023,88029117,96953
6.6,25000000,105,2023,53753419,84495
6.4,40000000,107,2010,127233108,240370
6.1,50000000,88,2013,226349749,214091
6.7,120000000,126,2013,414828246,484676
7.1,100000000,97,2011,151257160,64198
6.7,55000000,88,2012,123066041,50701
8,58000000,108,2016,782836791,1094693
6.4,24000000,98,2010,35626958,111031
7.5,10000000,115,2012,3428048,77601
7.5,6000000,141,2010,18689058,67715
6.9,90000000,96,2011,483866772,242713
6.4,30000000,106,2011,41002607,111739
6.4,44000000,100,2010,48190704,64149
5.8,209000000,131,2012,303025485,254791
6.3,20000000,105,2010,67876281,100886
6.3,13300000,108,2013,5968016,153182
7.4,25000000,158,2022,29032484,84814
7.2,145000000,97,2012,306941670,188082
7,130000000,124,2012,403354469,631342
6.4,70000000,116,2011,57084522,134161
7,5000000,97,2013,8490396,114028
7.2,200000000,104,2013,743559645,380491
8.1,25000000,146,2011,216639112,482233
7.7,100000000,91,2013,773031583,850937
7.5,20000000,112,2013,320406242,542411
7.3,30000000,133,2010,67448651,203328
6,50000000,92,2011,39984400,68606
7,3000000,95,2010,19439764,166578
6.6,294700000,154,2023,383963057,139391
6.3,120000000,116,2022,407141258,240781
6.1,60000000,111,2011,149878437,243954
5.5,69000000,116,2017,177856751,197715
6.4,500000,94,2010,5060438,95965
6.5,35000000,123,2016,211952420,80326
5.5,20000000,90,2010,136151680,107034
6.8,160000000,143,2018,1152028393,504653
6.8,32500000,125,2011,306442085,304772
6.7,13000000,88,2011,6206022,110493
6.4,70000000,86,2012,349183316,125908
7,120000000,124,2013,286168572,544945
7.5,84000000,105,2017,435732529,301691
5.4,42000000,100,2011,90260376,114848
6.4,26000000,110,2012,29699345,87775
6.8,11000000,98,2013,8526288,80735
6.3,52000000,112,2011,75450437,192260
7.6,35000000,117,2022,109846,106496
7.1,6000000,102,2019,24959607,127808
6.3,50000000,107,2016,216940871,206804
7.7,60000000,100,2014,468266122,380233
6.8,10000000,106,2012,4552970,78016
6.3,70000000,88,2012,160112671,159498
6.9,35000000,98,2011,209838559,463703
6.5,90000000,124,2020,426505244,170943
6.5,10000000,106,2018,259939835,166021
4.3,120000000,100,2015,167882881,173694
8,15000000,118,2010,484068861,699659
5.8,23000000,93,2011,34513760,89046
5.7,75000000,110,2011,132274484,110969
6.7,2500000,96,2010,422618,82939
7.4,125000000,129,2011,543848418,473187
5.8,40000000,125,2013,63365859,117690
7,100000000,114,2023,1441659588,376979
7.6,36000000,136,2018,436433122,407805
6.4,25000000,109,2012,96262212,125396
6.1,31000000,99,2015,107228221,119319
7.1,7400000,135,2011,17505548,191971
6,140000000,150,2014,268175631,175114
6.2,50000000,96,2015,242786137,126352
6.4,5000000,97,2010,2820490,52565
7.2,3200000,105,2010,14311701,94120
6.4,3000000,107,2022,17363261,95356
8.2,2000000,148,2022,2406221,98969
6.6,115000000,109,2013,286140700,464198
7.8,55000000,134,2013,218791811,483169
5.7,3000000,91,2010,177512032,108548
5.8,60000000,130,2013,95396573,137677
8.5,100000000,180,2023,948986785,479266
7.3,6000000,96,2011,19561904,93839
7.5,18000000,94,2010,60738797,393860
6.5,35000000,91,2012,31083599,117350
6.5,17000000,115,2022,217408513,145484
6.9,100000,92,2011,1938783,98682
6.3,45000000,107,2013,48330757,143985
6.1,60000000,124,2013,60052138,90307
6.7,42000000,99,2019,122810399,194763
7.1,32000000,138,2012,28288071,182991
7,15000000,107,2011,59389433,160877
6.4,80000000,117,2011,214945591,259595
4.5,10000000,92,2010,66984887,91582
6.4,45000000,103,2023,87241576,101071
6.9,20000000,96,2012,8826837,110686
6.1,20000000,100,2023,54760947,103857
6.6,42000000,102,2012,47636031,157168
7.8,90000000,158,2011,232617430,483943
7.2,66000000,146,2011,177584879,163349
7.6,23000000,94,2010,149480483,100060
7.4,50000000,118,2011,145079584,548962
6.1,100000000,128,2018,83869818,135504
4.8,20000000,92,2013,47340586,55003
5.3,70000000,111,2011,69721966,56442
7,200000000,101,2023,495488990,93215
7,4500000,102,2022,45352337,165756
5.5,10000000,101,2012,44287131,80221
6.1,30000000,98,2011,75055070,70008
5.7,130000000,110,2013,375740705,185918
5.7,40000000,110,2012,84384002,75026
6.7,30000000,129,2011,3338690,68295
6.9,180000000,97,2014,759853685,393701
6.8,35000000,98,2013,116980662,239935
6.4,10000000,83,2011,4704757,65175
6.3,30000000,104,2018,119942387,122629
6.8,1500000,103,2010,100106454,332529
6.4,12000000,110,2012,82499399,71122
6,20000000,95,2012,32948113,100372
4.4,11000000,97,2012,10578643,57644
7.3,125000000,130,2011,626137675,400401
7,18000000,112,2011,47121159,51973
6.3,65000000,103,2012,156491279,192534
7.8,28000000,130,2015,133440870,468247
6.4,17000000,95,2012,128955898,190540
6.8,60000000,106,2011,136515867,311976
5.6,56000000,118,2011,142044638,88595
6.7,85000000,115,2012,208076205,232166
5.1,35000000,106,2011,82087155,82719
7,12600000,106,2014,18658381,159477
6.7,25000000,117,2011,79781695,260169
5.7,4800000,90,2013,10658332,116595
7.9,8900000,127,2012,29664140,104266
6.7,50000000,113,2012,234989584,221482
7.6,17000000,94,2011,151672318,442824
5.2,92000000,98,2013,304654182,212684
6.8,30000000,104,2012,196114570,201429
4.7,50000000,101,2016,56722693,74177
5.9,69000000,105,2012,116471580,160181
7.1,16600000,118,2012,22842887,51240
6.4,45000000,131,2012,82966152,133332
7.1,3500000,107,2011,19504039,140680
7,35000000,113,2017,145418070,120990
6.5,35000000,137,2011,84920539,132259
5.3,176000000,127,2015,184287723,192792
5.9,90000000,106,2015,146936910,108109
6.7,9000000,100,2016,29777777,82469
6.1,28000000,83,2011,40662632,105591
5.9,40000000,92,2011,157887643,122836
6.3,215000000,130,2013,493311825,212689
7,60000000,92,2012,107139399,108485
6.3,12000000,94,2011,22939027,86535
5.2,165000000,120,2016,389681935,186266
7.6,350000000,192,2022,2320250281,466743
7.9,178000000,113,2014,370541256,717897
6.5,35000000,109,2011,149542245,387395
5.7,45000000,109,2020,39861118,82878
6.3,45000000,101,2011,160078586,138273
6.6,12000000,88,2012,102731865,226749
6.7,40000000,109,2011,173930596,435756
6.4,5000000,90,2011,25804448,89945
6.9,50000000,106,2012,549368315,641702
7.2,75000000,116,2015,110045109,326069
7.4,90000000,111,2023,90060106,149211
8.2,2000000,109,2010,7871522,78009
6.4,65000000,83,2012,179379533,326725
7.8,145000000,102,2014,621537519,355411
5.7,150000000,99,2012,301970083,193787
6.4,42000000,105,2012,73100172,94509
5.6,60000000,95,2017,113231078,143908
6.5,200000000,122,2022,454023,227591
7.5,45000000,114,2012,198087212,236006
7,50000000,112,2011,260095986,364059
6.5,28000000,103,2013,60795985,284159
7.2,25000000,112,2015,65663276,196094
7.9,15000000,100,2011,133471171,246652
6.5,30000000,94,2012,41564670,115596
6.4,40000000,108,2011,71508440,105927
7.9,13000000,103,2012,33384127,537232
6.9,95000000,105,2015,542358331,186822
6.4,40000000,113,2013,44907260,62274
8,135000000,156,2015,532950503,849639
6.9,190000000,131,2013,411002906,521377
3.4,20000000,82,2010,80547866,50869
6.4,8500000,101,2015,43709744,99849
5.6,85000000,106,2012,183018522,90192
6.5,95000000,88,2012,877244782,220085
7.2,75000000,115,2013,351723989,692117
5.5,120000000,115,2012,848593948,258657
6.5,30000000,104,2015,49263404,82281
7.3,5000000,121,2011,3741098,105790
7.4,175000000,140,2018,607874134,468023
6.4,125000000,92,2016,347182886,88523
5.4,30000000,104,2014,15642346,56361
7.3,76000000,98,2013,970766005,417584
6.4,5000000,98,2017,16373843,55615
7.1,25000000,80,2011,30722632,131299
6.1,19000000,89,2016,140705322,205762
6.6,28000000,115,2013,97594140,114828
1.7,13000000,105,2011,99036827,76394
6.9,70000000,109,2023,187684322,62580
6.8,5000000,99,2011,10173061,62485
7,12000000,89,2012,126636097,260061
7.1,39200000,126,2013,86758912,380218
7.5,61000000,158,2012,442299309,341150
5.8,13000000,93,2013,48065672,76635
5.9,45000000,105,2016,114501299,84645
6.3,20000000,115,2016,23177948,75403
7.1,2500000,95,2013,6918591,159542
7.2,7000000,123,2013,7609187,105994
7,37000000,110,2013,269994119,476314
7.2,6500000,101,2011,19123767,203137
6.3,22000000,92,2014,17669776,82850
6.7,11000000,102,2011,4633668,81950
7.4,5000000,103,2013,26474920,155112
6.3,15000000,93,2015,16137046,53676
7.9,52000000,134,2018,910809311,572952
6.6,110000000,114,2013,125544024,250269
6.1,170000000,127,2012,396592829,298862
6.3,19500000,111,2015,34854990,50439
5.7,35000000,109,2014,22126842,65548
8.3,170000000,130,2022,1495696292,639555
7.8,16000000,94,2012,68264022,362807
6.1,7500000,82,2012,9929706,53085
7.2,22000000,100,2017,205035819,77140
7.7,81200000,108,2015,97571250,65377
6.6,250000,86,2011,3852774,62925
5.1,35000000,119,2017,43155261,69976
6.2,35000000,134,2012,88215156,148182
6.8,2000000,95,2012,92654,72957
6.6,12000000,107,2012,35485056,54280
6.2,15000000,97,2012,37930465,150293
6.6,100000000,103,2012,314975955,318717
6.5,35000000,122,2023,168961389,109098
6.8,27000000,100,2013,1149267,56459
5.2,5000000,86,2011,26236153,57313
7.7,165000000,101,2012,471222889,447620
5.8,5000000,83,2011,207039844,98668
6.6,40600000,129,2012,68929150,104834
6.7,16200000,103,2015,54418872,91138
6.5,18,162,2012,35797045,58820
6.5,230000000,129,2017,795922298,335073
6.8,34000000,113,2014,348319861,495167
7.4,40000000,157,2012,132820716,313819
6.1,95000000,85,2012,104907746,135589
6.6,20000000,148,2014,14810975,109045
6.3,10000000,97,2014,18117839,52684
7.3,30000000,124,2015,91970827,252486
8,23000000,126,2013,48517427,651512
7.2,40000000,138,2013,251171807,494791
6.1,8000000,94,2014,45640143,106246
6.7,20000000,120,2016,14880939,67879
6.4,33000000,99,2012,140470746,57649
7.2,65000000,137,2014,161459297,178728
4.8,130000000,100,2013,243611982,206929
7.3,15000000,140,2012,47140292,284470
7.7,12000000,115,2013,27682872,121398
6.6,84000000,116,2013,148075565,178197
6.8,49000000,120,2015,102811889,264851
7.3,200000000,134,2018,1349926083,819488
8.3,500000,123,2011,22926076,254075
6.1,60000000,118,2014,30800231,56114
6,30000000,99,2020,31220247,55745
7.2,8000000,104,2012,9368803,104457
6.6,85000000,139,2014,288885818,479336
7,6000000,102,2012,15950164,80687
7.8,170000000,136,2014,714421503,883216
6.6,40000000,121,2018,31676128,69555
6.3,14000000,108,2014,11020402,59039
6,30000000,118,2015,105011053,68542
8.5,100000000,165,2012,426074373,1647010
6.6,1000000,95,2011,26895481,107420
5.7,90000000,106,2013,199850315,123310
7.6,7000000,109,2012,55078146,262804
5.3,65000000,95,2012,240159255,147953
8,150000000,164,2017,267685209,630765
5.9,25000000,102,2016,94073028,130713
6.4,135000000,96,2013,282570682,107114
7.1,110000000,107,2016,121790373,177956
6.9,750000,86,2012,4424699,129789
6.8,6500000,116,2013,2891812,51834
6.6,200000000,142,2014,708982323,525841
7.4,50000000,141,2014,84419388,198778
7.8,185000000,176,2022,772245583,741440
7.9,200000000,132,2014,746045700,734575
7.3,9000000,104,2016,19370020,137085
6.2,20000000,100,2013,12671109,75518
8.1,20000000,129,2015,98690254,492085
7.6,1100000,101,2011,9148519,213644
6.2,35000000,118,2013,46922566,127738
7,160000000,130,2013,788680968,410742
7.3,31000000,138,2012,161772375,369964
6.7,13000000,96,2013,68572631,128198
6.6,132000000,92,2014,373515621,98972
6.1,7000000,110,2012,167282206,145674
5.5,100000000,105,2014,117831631,115047
6.8,3000000,110,2012,82515113,272837
6.9,20000000,101,2013,24261569,116818
6.4,17000000,104,2014,138224951,138638
5.6,35000000,90,2013,46522137,51413
7.1,15000000,110,2012,29333545,269983
7.4,10000000,130,2012,32613173,186177
6.7,110000000,127,2016,296482446,184239
6.9,4700000,117,2013,13551156,129400
5.8,30000000,100,2013,84790678,146297
8.1,97600000,152,2019,225508210,442740
5.8,103000000,100,2013,362000072,329350
7.5,130000000,146,2013,865011746,696781
6.6,125000000,123,2014,755357103,482813
6.5,160000000,137,2015,659540572,353711
5.1,40000000,94,2014,126069509,116500
5.8,125000000,138,2014,359200044,263339
6.9,30000000,118,2017,183428689,242317
6.2,33000000,111,2017,67234188,87242
6.4,190000000,130,2015,209035668,188596
6.9,18000000,111,2013,20275812,50548
6,7000000,109,2014,6237990,58714
6.7,175000000,126,2017,149175066,227780
6.7,26000000,118,2014,38609668,76309
6.1,7000000,117,2016,3073700,101955
5.9,65000000,110,2015,34227298,59249
8.1,38000000,123,2013,96983009,502453
7.7,200000000,100,2019,1073841394,271152
6.7,200000000,93,2015,332207671,124193
6.4,26000000,129,2013,87305549,226246
7.4,8000000,104,2013,84142115,163918
6.8,170000000,112,2013,644783140,712207
5.3,120000000,109,2017,221900160,115288
7.1,17000000,112,2012,115647426,324115
6.3,73000000,97,2016,352333929,100829
6.3,78000000,95,2013,274325949,111728
7,37500000,126,2017,125856180,61284
7,2500000,89,2012,4806423,65385
5,1000000,86,2012,38390020,68041
5.6,20000000,107,2013,17537186,81454
6.3,18000000,97,2014,270665134,324083
6.4,27220000,105,2013,5617460,66146
7.7,30000000,126,2013,136835561,93962
8,170000000,121,2014,773350147,1249361
6.9,9000000,106,2013,13627519,82928
6.2,15000000,100,2013,146428180,189198
5.7,35000000,111,2013,173965010,139222
6.9,50000000,106,2014,222809600,273888
8.1,20000000,134,2013,187733202,728344
6.7,80000000,117,2016,52099090,69679
5.9,150000000,103,2016,334933831,143442
5.2,19000000,109,2017,45158254,50004
6,25000000,111,2014,39280992,72391
7.4,11000000,104,2013,32960249,160562
7.1,30000000,106,2013,63414135,195333
7.3,13000000,102,2015,35259653,90170
5.3,105000000,114,2015,133782481,65362
7.3,40000000,121,2019,195320400,188819
7.2,30000000,122,2015,34441873,175979
6.8,30000000,111,2012,48963137,67207
8,14000000,114,2014,233555708,807292
6.3,8000000,95,2015,607595,59401
5.6,125000000,115,2016,240697856,205995
5.6,40000000,109,2014,169837010,142983
8.1,175000000,95,2015,858848019,759884
6.4,30000000,118,2013,18074539,69606
5.3,5000000,94,2012,32170399,146939
4.9,20000000,97,2014,100375432,54077
7.6,170000000,130,2014,710644566,458797
5.8,242000,116,2012,1944287,66950
5.8,50000000,89,2014,161515959,70791
4.6,5000000,88,2012,142802657,69398
5.6,210000000,165,2014,1104054072,327675
8.1,40000000,139,2016,180563636,573012
6.1,42000000,105,2018,131523093,54414
5.6,88000000,105,2015,244874809,154911
7.2,1800000,93,2012,21107746,84538
6.1,110000000,114,2015,474609154,251506
5.6,8000000,90,2013,20045576,90682
7.5,35000000,125,2013,117867984,167998
6.5,26000000,117,2015,31807156,102830
7.3,44000000,128,2016,155560045,311381
6.6,10000000,89,2013,7804337,54428
6.3,42000000,108,2014,107645357,181541
7.2,13000000,102,2014,54837234,107290
6.2,28000000,117,2014,53260230,96626
6.7,7217600,198,2012,6797958,58042
6.1,70000000,118,2014,156706638,137350
7.3,58800000,133,2014,547659020,516963
5.9,50000000,125,2014,212902372,146154
5.7,3000000,85,2013,89328627,235759
5.4,80000000,101,2013,246984278,165115
5.4,25000000,117,2013,71009334,104495
7.8,12000000,123,2013,87100449,374528
6.6,50000000,114,2015,71661644,113553
6,40000000,109,2014,196710396,147647
7.9,3000000,109,2013,20994648,168502
6.2,100000000,119,2014,103039258,236363
6.8,25000000,110,2014,29824199,65018
6.5,135000000,94,2015,386041607,109335
6.5,5000000,106,2013,161919318,185322
6.4,35000000,112,2017,62832209,79457
6.5,3000000,90,2013,39439355,245040
5.6,30000000,92,2015,6738764,58825
6.1,120000000,107,2018,428128233,180718
6.3,58000000,119,2013,93492844,212402
6.4,177200000,136,2017,225973340,192982
6.5,27000000,98,2016,93282604,103319
7.8,165000000,102,2014,657869686,488879
7.4,175000000,133,2017,880166924,700225
7.2,50000000,95,2014,99783556,75976
7.9,4500000,150,2014,6566916,129333
6.1,650000,90,2013,401914,60408
7.1,145000000,95,2016,521170825,177047
8.1,61000000,149,2014,369330363,1037528
5.6,14800000,115,2015,122613057,60584
6.6,60000000,103,2023,120883411,52117
5.2,50000000,120,2019,55065289,96000
7.2,200000000,97,2016,1029266989,294908
8.1,25000000,99,2014,174563280,864325
6,74000000,92,2015,325186032,59768
5.6,110000000,114,2019,253890701,143247
6.9,90000000,119,2017,995339117,408268
6.4,74000000,91,2015,1159444662,252876
7,50000000,112,2014,331333876,397441
7.4,150000000,102,2013,1334212902,650478
6.5,70000000,119,2013,170270201,288041
5.2,38000000,112,2016,109906372,115214
7.1,15000000,115,2014,52501541,135312
7.4,250000000,144,2014,962201338,558461
6.5,22000000,100,2013,48449416,127232
6.4,97000000,122,2017,240891763,295858
6.8,2000000,94,2014,10484459,241519
4.2,40000000,125,2015,569651467,330732
6.3,25000000,124,2018,46712809,53993
6.1,80000000,126,2014,214657577,192959
7.5,900000,85,2013,17385830,84802
7.3,18000000,98,2013,99104804,210240
6.3,150000000,131,2013,205366737,232690
6.4,12000000,103,2014,2510007,50444
5.4,125000000,111,2017,409231607,201287
7.8,1000000,104,2013,11621777,59600
6,12000000,128,2013,42128352,101756
6.3,103000000,101,2014,498781117,97916
7.1,420000,90,2013,993313,77600
6.4,65000000,129,2016,22778555,59164
7.1,35000000,121,2015,194764672,267598
5.6,30000000,88,2013,62675095,65271
6.4,66000000,132,2014,203277636,176540
6.2,30000000,118,2014,87937815,83909
6.8,245000000,148,2015,880705312,458218
8.4,175000000,105,2017,814337054,562843
7.5,11000000,117,2015,62402155,147985
7.4,150000000,131,2015,682716636,402382
6.6,50100000,105,2015,159162963,267427
6.1,115000000,114,2016,164989338,117049
7.3,250000000,163,2021,774153007,431913
6.8,4000000,117,2013,2431443,50560
7.4,129000000,104,2019,524580592,144245
6.3,3500000,97,2013,27858103,78786
5.9,40000000,105,2016,29918745,66263
6.3,26000000,105,2013,53120346,82033
6.5,5000000,104,2013,44459951,137279
7,8000000,93,2013,25288872,65411
7.3,250000000,141,2015,1405018048,903913
7.4,5100000,97,2014,4942449,296243
7.3,8000000,90,2015,5659286,74414
6.3,15000000,108,2014,39661919,69820
7.2,11800000,118,2015,40272135,138398
5.4,140000000,127,2016,150680864,123324
6.3,30000000,111,2013,78418811,121382
7.3,11000000,109,2015,61619773,61929
6.9,90000000,132,2016,162360636,223920
7.7,11000000,130,2013,12673462,50335
6.6,43000000,117,2013,229930771,179068
7.6,12000000,98,2013,100129872,102896
6.3,12000000,106,2015,33213241,83200
6,48000000,108,2014,326479141,201038
6.6,60000000,124,2015,101134059,142696
5.9,31000000,89,2019,48791187,72772
5.8,25000000,95,2015,29674699,57969
7.8,245000000,138,2015,2071310218,960165
7.1,1800000,132,2015,382579,113176
6.6,20000000,101,2015,36606743,129414
6.6,80000000,89,2015,475186706,138628
6.9,317000000,152,2017,1334407706,659562
6.4,275000000,141,2019,1077022372,479993
6.2,21000000,102,2018,94019120,83492
7.9,47000000,116,2016,203388186,742739
7.9,20000000,113,2017,315025930,174236
7.2,20000000,133,2016,25975621,59285
6.5,55000000,119,2015,74679822,155814
5.6,150000000,111,2018,290930148,124306
6.1,40000000,116,2014,87189756,195629
6,40000000,100,2015,111811453,144414
7.7,18000000,119,2014,103215094,655029
6.2,170000000,113,2016,299820798,118524
6.6,25000000,96,2017,85218541,89888
7.7,8000000,105,2015,9074749,136512
7.6,12000000,102,2016,37999675,245261
8.5,3300000,106,2014,49440079,942756
7.7,12000000,126,2014,307166834,394247
7.9,14000000,108,2019,93553698,425296
5.5,40000000,107,2016,312242626,99114
8,18026148,159,2015,24548038,132890
6.3,68000000,115,2015,215863606,225590
7,185000000,122,2016,343471816,255103
7.2,24000000,139,2016,64414761,115017
7.4,20000000,110,2016,208445075,276816
5.7,35000000,96,2015,82347656,94409
6.2,127000000,98,2014,363204635,132076
7.1,2000000,85,2013,5090608,156920
6.9,37000000,100,2018,117768230,250248
6.4,75000000,85,2018,526760632,80639
6.5,75000000,87,2016,894328469,212840
7.6,68000000,134,2014,211822697,528307
5.5,70000000,133,2015,19652057,63070
7.1,55000000,121,2015,203427584,227413
7,34000000,123,2015,62944815,87050
5.3,10000000,97,2015,53329150,59325
7.2,18000000,117,2017,41681746,130662
7.1,160000000,129,2017,1266115964,327211
6.7,6000000,107,2014,3485383,54222
6.5,44000000,112,2014,11782625,347113
6.7,65000000,102,2016,143695338,60876
6.8,40000000,115,2018,43070915,351231
7.7,81000000,129,2014,414351546,700716
7.1,190000000,137,2015,1515341399,408327
6,33000000,98,2016,77068246,93728
6.4,29000000,115,2015,287144079,167140
6.9,65000000,95,2020,215905815,50608
6.5,28000000,100,2018,78230625,143177
7.2,50000,89,2013,139745,141472
5.9,40000000,102,2016,124608438,61938
6.2,5000000,93,2014,41898409,107336
6.5,16800000,97,2014,51029361,70060
7.8,8500000,117,2014,47425835,587065
6.4,40000000,89,2014,469058574,522402
6.6,69000000,140,2018,151572634,197064
7.3,11000000,114,2014,48428048,226521
6.6,15000000,113,2015,16322067,58831
7.3,1000000,106,2014,481234,131260
7,36000000,105,2015,157029618,59136
7.3,150000000,134,2023,208177026,198066
6.2,110000000,119,2015,297002527,249730
6,4000000,97,2014,2595622,68375
7.4,20000000,101,2014,86081850,718700
5.6,5300000,89,2017,62198461,59842
6.5,90000000,123,2019,127461872,254188
6.9,10000000,117,2016,4644472,57571
7,20000000,125,2014,12007070,76224
8,150000000,108,2016,1025521689,530557
7.2,50000000,102,2021,256786742,248828
