average_rating,budget,runtime_minutes,release_year,gross,num_votes
5.4,130000000,139,1998,379014294,199775
6.8,50000000,125,1998,159710793,73051
8.6,60000000,189,1999,286801374,1370311
6.6,8000000,82,1998,17460020,66753
5.8,17000000,86,1998,55041738,80780
8,9000000,169,1998,21061339,67962
8.8,93000000,178,2001,898523656,1956438
5.2,80000000,130,1998,136159423,74203
6.8,95000000,136,1998,250288523,194191
6.1,60000000,111,1998,93107289,76769
6.1,125000000,123,2000,546388108,369858
7.7,90000000,87,1998,304320254,307603
7.3,50000000,140,1998,44547681,151718
6.2,17000000,82,1998,30331165,63313
7,48000000,123,1998,77745966,97279
7.1,90000000,100,1999,161626121,142939
6.6,60000000,107,1998,128038368,90403
7.5,60000000,124,1998,49805462,134407
6.3,75000000,104,1998,46733235,91136
7.2,70000000,99,1998,218613188,141932
6.6,33000000,100,2002,102984862,283094
7,33000000,98,1998,244721064,287176
8.6,70000000,169,1998,482349603,1459479
5.9,70000000,102,1998,164839294,82038
6.1,73000000,98,1998,103891409,85351
6.4,58000000,103,1998,112587658,78395
7.3,130000000,88,1999,448191819,241239
7.6,52000000,170,1998,98126565,196265
6.5,60000000,131,1998,102367405,111428
6.1,20000000,108,1998,20308772,62768
7.1,15000000,97,1997,64256513,87322
6.9,18000000,97,1998,123306987,159064
7,85000000,113,1998,55382927,112787
6.6,20000000,108,1998,30166293,127687
4.9,170000000,106,1999,222104681,165536
7,66000000,121,1998,189176423,108882
7.3,75000000,104,2000,296339528,636039
6.8,15000000,97,1999,2856712,105232
6.2,140000000,88,2002,445135288,395249
6.6,75000000,94,2000,36754634,63246
6.5,115000000,136,1999,1027082707,839870
7.4,100000000,78,2000,169662340,219111
7.4,40000000,77,2005,118133252,292772
6.6,115000000,142,2002,653779970,743643
7.6,113000000,140,2005,868390560,828359
6.6,140000000,127,1998,285444603,169780
6.2,40000000,108,1998,54682547,104118
6.7,80000000,103,1999,176885658,159720
6.8,80000000,108,1999,73475268,53741
6.7,35000000,112,1999,40263020,70147
7.4,24000000,126,1999,88545092,103474
6.9,25000000,136,1998,21567853,50627
6.2,35000000,123,2001,57756408,57064
7.2,42000000,124,1999,363889678,331712
7.4,82000000,118,1999,47434430,135534
7.9,60000000,90,2001,488441368,715143
7.3,25000000,103,1999,14902041,101980
7.4,30000000,124,1998,82150642,103698
6.5,10000000,100,1998,25605015,53237
7.3,12000000,121,1998,22912409,157785
7.6,9000000,93,1998,17196103,194953
6.7,65000000,119,1998,250821495,225057
8.1,70000000,86,1999,23335817,218332
6.8,90000000,115,1998,202292902,120204
7.1,23000000,119,1998,369884651,323657
4.7,65000000,100,1998,40002112,77536
6.4,127500000,82,2000,349822765,65597
6.5,55000000,97,1999,98625775,73058
6.5,25000000,103,1998,7027290,65111
6.1,68000000,121,1999,33461011,69798
7.8,25000000,108,1999,34698753,96276
8.7,63000000,136,1999,467222728,2002929
5.7,100000000,120,2001,362211740,225804
7.2,140000000,95,2002,110041363,129009
6.6,15000000,104,1998,40283786,132501
6.4,70000000,116,1998,116672912,76668
5.6,40000000,116,2000,161834276,160576
6.6,40000000,123,1999,96618699,139984
7,23000000,109,2000,53187659,250080
7.2,31000000,117,1999,41067311,90696
8.8,63000000,139,1999,101209702,2252204
7.1,25000000,123,1998,289317794,231620
5.4,75000000,109,1999,19598588,56968
6.3,60000000,100,2003,120801243,100633
7.3,60000,84,1998,3221152,184638
6.9,95000000,89,2000,76432727,104727
7.2,20000000,102,1999,28451622,73919
5.8,35000000,82,1999,56870414,64477
7.7,45000000,122,2001,104876233,461237
7,16000000,100,1999,18564088,75833
7.8,90000000,157,1999,60289912,177538
4.2,90000000,78,1999,134403112,50210
6.6,62000000,116,2000,127666415,85586
6.4,34200000,93,1999,234801895,229436
6.7,38000000,133,1999,58401898,193662
6.4,135000000,128,1999,361832400,207354
7.6,7000000,102,2000,34266564,684500
7.7,6000000,108,1999,30471,246725
5.6,25000000,89,1998,50688658,63092
6.4,95000000,116,1999,149705852,62822
4.5,84000000,106,2000,166339890,52656
7.4,139000000,121,2002,825025036,858624
6.2,29000000,103,1999,89446268,71335
6.6,33000000,95,1999,313701294,244474
6.7,73000000,118,1999,151493655,180875
7.3,80000000,145,2000,66579890,61719
5.7,115000000,100,2001,274703340,216189
5.6,14000000,99,1998,72527595,70483
5.8,100000000,122,1999,211989043,115372
6.9,55000000,162,1999,100230832,124399
7.4,30000000,113,2000,47126295,187168
6.7,80000000,126,2000,39459427,58773
7.7,2200000,134,1998,2982011,73294
7.3,30000000,97,1999,53479734,370412
5.9,60000000,105,1999,164648142,140629
6.5,70000000,105,1999,177841558,93162
6.4,85000000,158,1999,66976317,68875
6,25000000,107,1999,84565230,95983
7.6,10000000,89,1999,10828256,281496
8.1,1300000,105,1998,1657778,91873
7.5,6000,69,1998,126052,99219
6.8,48000000,113,1999,124305181,98256
7.7,21000000,81,1999,83137603,212252
7.2,9000000,97,1999,10410044,164684
6.4,40000000,106,2001,91753202,110865
7.2,79000000,154,2003,173013509,153901
5.6,93000000,98,2000,264105545,193633
5.9,10000000,95,1999,103166989,101190
6.6,100000000,130,2000,291420351,133490
7.8,90000000,143,2000,429632142,623747
7.3,7000000,111,2001,8764389,125108
6,46000000,99,2000,107626125,79802
5.9,93000000,92,2001,368780809,335709
5.6,70000000,116,1999,309460292,102774
7,11000000,95,1999,235483004,425310
6.6,50000000,119,2000,144056873,249691
6.8,55000000,121,1999,16797191,74581
5.8,95000000,112,2000,190213455,136378
6.9,12000000,99,1999,21142914,85842
6.4,68000000,124,2002,193921372,122549
6.4,60000000,104,2001,105178561,94136
6,133000000,84,1999,300135367,145291
6.1,25000000,115,2000,91036760,72842
6.7,60000000,88,2003,80773077,58182
7.2,80000000,83,2002,122563539,82910
8,10000000,112,1999,6416569,95160
7.9,15000000,147,2001,20271953,375213
6.8,66000000,122,2004,99378985,344058
9,94000000,201,2003,1155595040,1929275
8.8,94000000,179,2002,948734205,1739800
8.2,40000000,107,1999,672806432,1030294
7.9,12800000,140,2000,40061153,114813
8.3,15000000,122,1999,356296601,1191296
6.3,123000000,104,2000,345823032,273532
5,80000000,113,1999,177311151,79582
6.4,29000000,128,2000,59945183,52904
6.6,130000000,147,2003,273339556,262476
7.3,40000000,127,1999,48350205,204574
8.5,103000000,155,2000,503162313,1573937
6.4,137000000,106,2001,85131830,83537
7.6,50000000,146,1999,73956241,100932
6.3,19000000,88,2000,278019771,279668
8,37000000,188,1999,48451803,323967
7.4,45000000,102,1999,90683916,172505
6.5,140000000,130,2000,328718434,175272
7.2,1200000,96,1998,143998,75670
6.1,60000000,120,2001,56359980,51520
8.3,4500000,102,2000,7390108,879910
6.3,65000000,93,1999,117758500,87335
7.3,43000000,136,2000,80049764,88526
7.6,102000000,145,2002,358372926,574290
6.3,200000000,109,2003,433371112,413519
7.6,48000000,147,2000,207515725,216735
7.9,60000000,122,2000,47386287,288454
6.9,100000000,132,1999,87423861,122713
5.7,100000000,114,2000,110983407,75692
7.1,13000000,81,2002,97837138,281056
6.9,65000000,132,2001,117487473,197386
6.6,55000000,110,2000,99274467,133388
7.2,55000000,107,2000,33426588,65993
2.5,73000000,117,2000,29725663,82348
5.6,37000000,93,1999,42593455,59487
5.3,85000000,90,2000,58292295,110606
6.5,60000,81,1999,248639099,278925
6.5,65000000,130,2000,128884132,84896
6.5,90000000,118,2000,237202299,290003
7.2,110000000,165,2000,215294342,288206
6.7,54000000,117,2002,155010032,230138
6.7,41300000,98,2000,106371651,126715
7.9,17000000,120,2000,213977285,278334
7.7,26000000,107,2000,71870729,324917
5.9,75000000,124,2000,215663859,64366
6.6,50000000,118,2000,50054511,68336
6.1,43000000,103,2000,62198945,53162
6.7,23000000,98,2000,112880294,273327
6.5,28000000,90,2001,60780981,286088
8.1,115000000,92,2001,579707738,955443
5.7,80000000,106,2000,33463969,59453
7.2,20000000,111,2008,64828421,187146
5.7,45000000,100,2000,113916474,119400
7.6,50000000,127,2001,184928542,295193
7.2,32000000,129,2000,82343495,123101
6.1,11000000,98,2000,90449929,102902
5.7,17000000,88,1999,92938755,78700
6.2,13000000,112,2001,131706809,65053
6.6,23000000,97,2001,36642838,74446
7.9,76000000,109,2006,70595464,520165
6.4,70000000,127,2000,374111707,218108
5.2,30000000,99,2000,173959438,89418
8.4,9000000,113,2000,40047078,1294446
6.4,98000000,130,2001,443280904,340423
5.3,35000000,103,2001,94728529,84871
6.4,33000000,107,2000,104155843,107334
6.8,5000000,108,2000,2554,51152
7.8,30000000,113,2000,136771683,227342
4.4,11000000,92,2001,17077882,60406
8.3,10000000,122,2001,174276724,781609
6.5,8600000,84,2007,32730062,79426
7,55000000,108,2000,330444045,348738
6.3,45000000,109,2000,212742720,224537
7.4,12000000,129,2004,20205757,60667
7.2,100000000,146,2001,235926552,318645
6.8,87000000,131,2001,351692268,287505
6.2,140000000,183,2001,449220945,346541
6.5,16000000,93,2000,119754278,175502
7.5,68000000,131,2001,96976270,273308
5.9,82000000,123,2000,96085477,126471
7.5,100000000,167,2002,193772504,463841
7.3,75000000,106,2000,248118121,434233
7.4,10000000,90,2000,20789556,65456
6,42000000,116,2001,35402320,58920
6.8,60000000,125,2000,124745083,115632
6.7,10000000,112,2000,44567606,73540
6.5,75000000,123,2001,67631903,70200
7.5,53000000,124,2001,83282296,271106
7.2,40000000,123,2000,55707411,122617
6.8,68000000,124,2001,113579918,132417
5.6,35000000,88,2001,147934180,124807
6.3,27000000,93,2001,12881605,50543
4.9,28000000,98,2001,14010832,56918
6.3,65000000,135,2000,62761005,58453
6.9,14000000,106,2000,60103680,64595
6.9,120000000,95,2001,186053725,130200
6.1,48000000,93,2000,90383208,110390
7.6,17000000,101,2001,210002852,385562
6.7,40000000,119,2001,65754228,93555
6.8,38000000,106,2001,207517509,409943
5.5,85000000,108,2002,78382433,77254
7.2,150000000,138,2003,741847937,618970
6.1,57000000,123,2001,147845033,111699
7,29000000,142,2001,70767418,69925
6.8,35000000,124,2001,29419291,65007
7.3,20000000,107,2002,5368217,342664
5.2,35000000,101,2002,45479110,59090
5.1,60000000,87,2001,200687492,61735
4.6,14000000,87,2001,14343028,50508
7.7,85000000,116,2001,450717150,604846
6.8,28000000,90,2001,77516304,118611
7.3,25000000,121,2000,152700626,198801
7.6,125000000,152,2001,1024254401,831666
5.5,13000000,83,2000,73180723,144189
6.7,150000000,129,2003,427344325,534199
7.5,20000000,116,2001,18916623,113536
6.8,25000000,97,2001,334272563,256684
5.5,120000000,77,2002,169956806,57442
6.5,5000000,97,2001,295206,59896
5.6,17000000,96,2002,95146283,75198
6.5,102000000,99,2001,147080413,194003
8.6,19000000,125,2001,357277400,817323
6.1,115000000,134,2002,77628265,72402
7.7,2000000,106,2001,33616692,127420
5.6,42000000,91,2001,68467960,92241
8.1,2000000,154,2000,20908467,249479
5.4,52000000,104,2003,37713879,51668
7.7,35000000,131,2002,75395048,145794
6.1,142000000,133,2002,431971116,226201
8,6000000,113,2001,7081449,834474
7.9,1500000,114,2000,12413888,55844
6.4,26000000,115,2001,165335153,158779
7,3000000,100,2001,23182223,110652
7.4,7500000,210,2001,11336308,53841
6.7,107000000,157,2001,87812729,104037
7.7,5000000,110,2000,109283018,140374
6.4,18000000,96,2001,141774679,238297
6.4,48000000,112,2001,85498534,121200
6.7,50000000,124,2002,119137784,95589
6.1,80000000,101,2001,98376292,134155
6.3,70000000,125,2002,32287044,54691
6.5,50000000,116,2003,177502387,259900
7.1,36000000,116,2002,102244770,141261
6,7000000,89,2003,16829545,91783
5.4,55000000,105,2002,154906693,94486
6.4,30000000,108,2001,287553595,266355
8.5,35000000,150,2002,120072577,885165
6.2,60000000,101,2002,82150183,143337
6.4,60000000,116,2002,67336470,82807
5.2,43000000,84,2002,69319426,61483
4.8,47000000,84,2001,85191134,62619
7.4,4500000,106,2001,6582065,69974
6,40000000,114,2001,141069860,141306
6.2,30000000,108,2002,180622424,120895
7.7,80000000,117,2002,181001478,279973
6,80000000,117,2003,207725639,152431
5.3,45000000,83,2001,141220678,171594
7.2,30000000,125,2002,105834556,131945
6.8,48000000,112,2002,197079546,291377
6.1,10000000,117,2002,19576023,62022
7.8,60000000,119,2002,214034224,567022
5.3,110000000,110,2007,228738393,248519
6.6,5000000,95,2002,368744044,141965
6.9,68000000,136,2001,203388341,281174
6.3,50000000,113,2001,100020092,56224
6.8,22000000,104,2001,33788161,159413
6.4,1500000,100,2001,1612259,61949
6.2,10000000,90,2001,59371303,139405
6.4,50000000,98,2003,42792561,65533
8.1,52000000,141,2002,352114312,1057400
6.5,45000000,98,2002,94935764,73712
7.2,11000000,100,2001,17423030,89071
6.1,50000000,115,2002,56714147,61252
5.7,46000000,102,2001,138307673,59494
7.7,92000000,144,2001,172989651,415423
6.7,25000000,109,2004,30381722,235136
6.4,32000000,119,2002,55305279,83608
6.8,12000000,96,2002,52223306,129790
7.6,21000000,110,2001,71441655,308042
7.5,4500000,114,2000,1340715,191406
5.9,40000000,89,2003,19322135,59949
8.2,94000000,100,2003,941637960,1089445
8.2,30000000,111,2003,180906076,1165299
6.7,90000000,90,2001,347325802,234090
7.1,115000000,126,2001,143049560,164060
6.7,100000000,138,2002,65716126,66251
5.9,49000000,87,2001,79630178,94969
5.3,84000000,89,2002,275678613,122482
7.7,19000000,115,2002,32801173,199763
7.5,59000000,81,2002,383257136,506137
6,80000000,96,2002,123729176,128709
8.2,58000000,135,2001,316791257,967825
6.9,72000000,152,2001,37317673,56783
6.1,55000000,94,2003,46061847,50402
7,30000000,113,2002,33013805,90992
6.6,25000000,98,2001,64437847,65859
5.5,30000000,99,2002,45867333,59534
6.9,72000000,131,2001,27642707,84085
7.4,68000000,120,2001,65001485,190762
7.3,25000000,95,2002,24675714,173297
6.2,18000000,82,2002,43325009,51506
6.2,40000000,89,2003,160466000,170838
7.5,25000000,110,2002,108846072,136859
6.9,4000000,107,2002,9304609,96263
7.4,5000000,106,2004,40431100,62684
7.3,80000000,85,2002,273144151,205861
7.1,30000000,101,2002,130549455,189494
8,10000000,178,2003,16690617,155869
7.6,22000000,132,2001,97818139,153780
5.5,60000000,92,2002,180630907,143726
7.2,75000000,138,2002,115374915,148790
6.2,20000000,93,2001,31283740,60943
7.2,46000000,118,2002,113758770,312127
5.8,50000000,96,2002,171269535,150183
6.8,2000000,105,2002,3537283,64566
7.2,19800000,137,2001,87754044,92204
7.3,11800000,101,2002,47494916,218374
6.9,1000000,92,2002,1239183,50877
6.4,5000000,92,2002,38275483,113821
5.5,85000000,95,2002,77885672,64617
5.5,68000000,136,2003,81240406,95445
7.1,4000000,111,2001,45011434,92838
6.3,29000000,102,2003,98769390,167751
6.8,72000000,106,2002,408247917,379705
7.3,10000000,113,2001,42776760,86038
7.7,9500000,80,2003,14776760,56371
5.6,137000000,138,2003,245285165,275643
5.8,25000000,105,2003,50732139,65527
5.3,38000000,100,2002,119723358,72239
5.3,78000000,103,2003,179179718,226627
5.6,20000000,91,2002,68349884,107434
7.5,8000000,113,2002,84661434,434210
7.2,78000000,124,2002,209196298,286081
5.9,60000000,96,2002,55003135,88603
7.6,13000000,113,2004,96822421,511848
7.5,38000000,130,2003,38955598,124504
6.3,80000000,115,2004,522657936,281996
5.4,60000000,98,2002,104391623,87408
7.4,110000000,134,2003,407711549,567888
6.6,46000000,115,2003,101191884,140621
6.6,4000000,110,2002,11832822,52858
7.3,18000000,117,2007,25038466,109102
6,55000000,110,2021,84426031,185852
7.2,70000000,143,2004,154674241,128540
6.2,140000000,91,2007,258097122,179542
6.8,21000000,92,2002,43928932,316082
6.8,40000000,135,2005,31670620,55315
6.2,63000000,94,2002,296938801,219390
7.4,100000000,161,2002,926201000,672770
6.1,12600000,84,2003,28650575,128664
5.8,70000000,124,2002,277448382,184724
7,1400000,129,2001,80631,59043
6.6,105000000,119,2004,115900534,238678
5.4,70000000,97,2002,51386477,52907
6.3,27000000,106,2004,21148829,63274
7.1,48000000,115,2002,249348933,368180
7.3,150000000,93,2004,928760770,492360
7.2,41000000,110,2002,242875078,311661
5.5,60000000,135,2003,73498611,105768
7.2,45000000,113,2002,306776732,239180
2.6,54000000,121,2003,7266209,50335
7.9,31000000,120,2002,177395557,185990
6.2,35000000,102,2004,35492921,68660
6.2,50000000,114,2003,88323487,111091
5.6,80000000,116,2003,43935763,65110
5.6,17000000,106,2003,63102666,69434
7,24000000,88,2003,87135520,240124
5.6,1500000,93,2002,30553394,82134
7.9,130000000,142,2004,807047946,671759
6.5,65000000,117,2003,141337989,88135
5.7,65000000,104,2002,172855065,61586
6.2,75000000,106,2003,195745823,224697
4.9,120000000,106,2003,259175788,131622
5.5,18000000,95,2003,101564935,73500
5.5,48000000,84,2003,220673217,155399
6.2,47000000,99,2002,30002758,85320
7.6,5000000,135,2002,23932055,183164
7.1,23000000,92,2003,76490720,150117
7.7,25000000,106,2004,116650613,210506
6.2,26000000,90,2003,90941129,178305
7.3,28000000,90,2003,90259536,262068
7.1,15000000,115,2003,24152155,128480
7.5,4000000,129,2002,2046061,73577
8,4000000,120,2002,58011975,147608
7.5,150000000,138,2003,211622535,232865
7,20000000,117,2003,71406573,97228
5.8,78000000,110,2003,179265204,181832
7.5,30000000,85,2005,192641209,143475
4,109000000,82,2003,133960541,86647
6.5,50000000,105,2003,55495563,64256
7.1,60000000,127,2003,80154140,102839
6.1,60000000,101,2002,199043471,123885
7.6,40000000,135,2003,247933248,508533
6.6,75000000,121,2003,86468162,128396
6.8,81000000,101,2003,484592874,423995
7.6,20000000,124,2003,60466876,243454
7.5,16500000,126,2003,16763804,71366
7.4,22000000,139,2003,68296293,76777
6.8,100000000,113,2003,121975011,78631
7.5,200000000,127,2004,788976453,690210
6,40000000,108,2004,265126918,119790
7.2,120000000,117,2006,461991867,453291
5.6,60000000,92,2003,164433867,72542
6.7,100000000,136,2004,108040622,84709
8,92000000,115,2004,631684650,784814
7,60000000,111,2003,176070171,383070
6.9,150000000,126,2006,398479497,383126
6.1,45000000,94,2004,129342769,207020
6,130000000,124,2005,119240351,102000
8,70000000,125,2003,123218424,453259
6.5,125000000,124,2004,552639571,467685
7.1,33000000,97,2003,227356156,291397
7.2,130000000,144,2005,218122627,304736
7,22000000,121,2003,95708457,281070
5.9,76000000,107,2003,236350661,291018
6.3,20000000,97,2003,160846332,148839
6.6,5000000,85,2002,79493831,100668
6.2,9500000,98,2003,107363905,150320
6.9,30000000,114,2004,21741598,58068
5.5,95000000,117,2003,160099222,143171
7.8,140000000,154,2003,454627263,461081
7.3,62000000,116,2003,65565672,136075
8.1,140000000,143,2003,654264015,1181496
7.9,25000000,138,2003,156595191,475435
6.7,80000000,83,2006,339795890,186125
7.5,30000000,111,2003,48260279,60308
5.3,90000000,93,2004,103370127,68839
5.5,40000000,98,2004,26170671,58022
5.8,110000000,120,2004,72178895,93521
3.4,100000000,104,2004,82402379,124099
7.7,60000000,100,2009,131777210,255803
6.3,31000000,96,2004,27388767,72728
6.6,85000000,104,2003,80981914,113505
7.7,70000000,146,2004,130834852,381303
6.8,2000000,100,2003,10128960,95365
6.7,18000000,113,2003,58878723,56381
6.3,55000000,96,2003,232722935,214298
6.8,128000000,85,2003,250397798,120193
5.7,30000000,97,2003,116643421,125605
7.3,87000000,140,2003,148336445,75873
4.5,113000000,101,2005,71410636,72867
7.7,150000000,157,2005,897048648,662599
6.4,33000000,124,2004,54700105,168113
5.2,80000000,93,2004,181239132,63225
7.2,35000000,109,2003,131095990,322502
7.3,175000000,163,2004,497409852,558787
7.4,2500000,102,2004,35825316,221537
4.8,45000000,95,2003,124914842,71253
6.9,12000000,100,2003,33030115,81490
6.2,35000000,104,2004,76665191,107855
7.7,4000000,102,2003,118686937,477361
7.2,30000000,127,2004,612054506,245270
6.1,60000000,101,2004,170268750,152688
6.3,37000000,98,2004,96455697,208588
6.7,80000000,128,2003,265328738,126893
6.5,25000000,94,2004,57678321,104243
7.1,110000000,128,2007,388156011,416142
8.3,20000000,108,2004,74036715,1052265
5.2,90000000,99,2003,182290266,55779
6.3,60000000,119,2003,117248958,111950
6.6,165000000,100,2004,316897787,227877
4.3,38000000,84,2003,197101678,64801
5.8,55000000,118,2003,65784503,54656
6.1,160000000,131,2004,300157638,279777
8,6428966,101,2002,8836958,129392
7.5,110000000,170,2004,213719942,377834
6.8,140000000,108,2004,211468235,217557
6.5,52000000,113,2005,77663556,112891
7.6,500000,89,2003,8701337,72526
7.3,8000000,109,2003,58469210,158828
7,45000000,103,2005,50871113,106908
6,42000000,90,2004,178311729,141835
6.8,75000000,99,2004,198520934,373509
6.7,110000000,167,2006,100266865,106746
7.1,120000000,115,2004,353133898,564774
7.6,56600000,133,2004,69424389,75353
7.1,30000000,87,2004,141067127,99311
6.1,70000000,106,2004,57947036,86791
5.6,155000000,175,2004,167298192,174552
8.2,24000000,119,2004,237536126,428799
6.1,270000000,154,2006,391081192,289349
5.8,40000000,98,2003,141591324,117496
5.9,40000000,98,2003,190538630,107166
6.3,120000000,126,2004,203567857,173873
6.5,45000000,115,2004,100572044,58971
7.4,28000000,135,2004,64445708,57540
6.5,110000000,125,2004,362744280,407294
7.7,40000000,152,2004,123971376,154876
6.9,75000000,86,2005,542063846,426684
6.3,46000000,86,2004,57223890,108947
8,88000000,144,2005,108539911,195114
8.1,2800000,131,2003,1204841,206029
7.2,6000000,105,2006,15116179,70458
5.9,88000000,118,2005,105316267,125015
7.1,25000000,107,2005,13411957,57294
6.6,25000000,92,2004,22605153,218614
5.9,19000000,95,2004,70067909,92320
5.8,42000000,91,2004,117592831,67913
5,50000000,80,2004,203172417,91799
6.3,18000000,103,2005,92884429,71824
6.5,20000000,107,2004,20094909,65879
6.5,110000000,120,2005,487287646,524920
4.7,43000000,97,2005,56995646,96410
7.1,26000000,94,2004,90709367,372795
6.4,75000000,91,2005,262511490,158087
7.8,28000000,136,2005,186797986,261446
5.8,65000000,113,2004,131977904,185562
7.3,90000000,114,2013,188133322,332091
6.3,31000000,98,2004,41682237,66012
7,100000000,121,2005,230884728,366005
7.2,207000000,187,2005,556906378,439512
7.5,6000000,122,2004,222446882,131636
8.4,70000000,153,2009,321457747,1536520
7.6,5000000,101,2004,8203235,408586
5.1,45000000,83,2006,178262620,127234
2.3,84000000,94,2005,59981548,58583
7.4,60000000,128,2004,219100084,484078
7.1,11000000,118,2004,17050017,50579
7.2,50000000,119,2004,34809623,207703
5.6,30000000,115,2009,33334176,94272
7.1,3000000,81,2003,10012022,95774
6.9,180000000,143,2005,745013115,417718
6.5,40000000,96,2004,92913171,206299
6.2,45000000,103,2004,65470529,94093
8.4,3000000,120,2003,17346865,615988
6.7,20000000,92,2004,168423227,262298
5.8,19000000,95,2004,73029190,50250
5.5,70000000,90,2008,72109200,97833
6.9,50000000,128,2005,93974620,133347
6.8,20000000,94,2006,13939963,113808
6.5,28000000,114,2014,58834384,125840
6.4,100000000,108,2006,384336108,196154
7,9000000,88,2004,23936908,203302
7.1,29000000,103,2005,21733230,117895
7.3,1500000,81,2005,11098131,88301
6.7,150000000,115,2005,474968763,509598
4.7,22000000,83,2005,45109561,52749
6.2,185000000,122,2008,790653942,483123
6.1,50000000,121,2007,82169884,114358
6.6,80000000,129,2004,96105910,114971
3.6,6000000,99,2003,4989559,93569
6.6,60000000,108,2004,256697520,273209
6.3,45000000,123,2005,52164016,72054
6.8,20000000,135,2007,11792542,60488
6.9,100000000,131,2004,347512318,348437
5.8,40000000,113,2004,134734481,86911
7.5,65000000,120,2004,220239925,424914
5.7,80000000,88,2008,164112721,76731
6.2,100000000,90,2005,204681899,151625
6.9,150000000,124,2015,1671537444,668305
5.5,43000000,101,2005,155457327,64408
4.3,30000000,88,2006,31070211,83498
5.7,60000000,101,2004,177427090,208765
6.4,80000000,131,2004,55470154,87653
6.7,50000000,99,2005,8483797,84180
5.7,150000000,81,2005,314432837,98597
6.7,50000000,109,2005,104478416,205645
7.9,140000000,126,2008,585796247,1102742
7.7,75000000,108,2004,290835269,479999
6.1,15000000,90,2005,47096206,55481
7.2,32000000,98,2004,50826898,176264
8.2,150000000,140,2005,375298946,1543042
5.8,60000000,93,2008,244232688,129254
7.7,20000000,99,2004,104882445,147824
7.5,15000000,103,2005,15785148,234081
6,15000000,109,2007,80460948,129060
7.5,150000000,138,2007,939288806,615730
6.4,80000000,128,2005,162944923,109958
5.8,500000,79,2003,54683487,55909
4.8,85000000,102,2005,131426169,74724
7,400000,96,2004,46138887,232317
7.5,16000000,127,2004,109706931,198741
6.2,60000000,103,2004,35060882,54442
5.5,10000000,101,2005,91196419,50329
7.7,6500000,112,2004,98410061,445551
6.1,45000000,119,2011,30134958,107333
7.2,27000000,104,2004,115505027,231597
6.6,210000000,104,2006,460435291,533342
6.1,45000000,113,2004,35021497,56196
7.1,17000000,97,2004,130126277,413753
5.4,50000000,110,2005,163995949,99794
5.6,53000000,118,2005,95763716,71538
5.1,50000000,104,2005,111069515,81025
5.9,36000000,84,2011,193967670,58525
8,30000000,137,2004,154117157,788673
7.3,7000000,114,2005,49327405,138511
7.8,39000000,119,2005,40445129,302943
6.7,10000000,118,2005,27610873,65338
6.6,65000000,135,2009,93621340,176821
8,150000000,144,2006,616505162,682117
8.1,2700000,80,2004,15849759,281073
5.8,37000000,109,2004,113100873,158405
7.7,55000000,122,2007,70016220,325982
5.9,30000000,101,2005,127369981,87943
6.6,125000000,149,2006,760006945,451451
5.6,30000000,105,2005,68357079,64863
8.1,150000000,111,2007,623726085,795344
5.1,135000000,121,2005,79268322,55696
7.5,20000000,124,2008,4658401,96487
5.7,80000000,93,2006,164115897,90979
7.4,225000000,151,2006,1066179747,751633
8,5000000,127,2004,20839049,65649
6.5,50000000,125,2006,100605135,240053
6.6,22000000,102,2005,19126398,82449
6.4,23000000,93,2006,38623262,138429
5.9,19000000,90,2005,107516369,116101
6.5,26000000,110,2004,61315215,56196
5.1,45000000,115,2005,101393569,79009
6.1,180000000,113,2007,372234864,194589
6.6,75000000,91,2006,141861243,134347
6.8,26000000,144,2019,18577736,61525
8,9000000,123,2007,36163768,76499
6.7,100000000,101,2009,100140916,107633
5.9,75000000,129,2005,142400065,106165
6.6,70000000,118,2005,371594210,330145
7.4,25000000,129,2005,82468097,147080
7.6,1200000,103,2004,103911669,456369
6.5,2400000,84,2006,495510,176829
5.6,50000000,121,2006,49332692,76284
5.4,60000000,99,2004,96593018,53894
6.3,32000000,87,2005,89083229,211780
7.7,14000000,134,2005,178062759,374357
7.7,21000000,145,2006,26768563,79514
6.6,30000000,113,2007,75513170,185889
6.1,150000000,91,2007,293514336,175148
6.4,82500000,107,2006,240685326,348923
7.2,30000000,118,2004,61950770,65999
6.7,7000,77,2004,545436,112136
7.2,65000,100,2004,20645757,112088
5.9,10000000,91,2004,187281115,149454
6.6,30000000,107,2005,42886719,70752
7.2,475000,110,2005,3947579,109100
7.3,30000000,136,2005,76669554,166479
8.1,17500000,121,2004,33882243,367096
6.7,7000000,107,2005,20901859,104606
5.6,56000000,95,2005,198636868,99222
7.5,60000000,147,2006,135039924,261765
7,40000000,119,2005,288485135,370001
6.8,150000000,95,2007,169333034,108527
6.6,25000000,97,2005,123276807,83193
5.5,40000000,113,2005,68766121,131792
5.4,28000000,108,2006,38159905,60254
6.5,43000000,104,2005,93983911,121001
7.3,40000000,120,2006,120455994,67255
7.3,85000000,145,2005,162242962,157602
6.8,150000000,96,2008,309979994,224042
6.6,22000000,108,2005,57479076,75653
6.4,82000000,113,2005,191466556,190730
7.7,260000000,100,2010,592462816,481325
5.5,55000000,97,2005,88933562,60856
6.3,30000000,109,2005,35294470,81195
7.2,17000000,96,2007,137587063,168253
7.4,32000000,96,2005,61385065,248951
6.8,126000000,136,2005,162949164,324045
7.6,50000000,122,2005,72617068,331411
4.9,50000000,101,2005,144146816,50033
